combined_tagalog,english,difficulty,similarity_score,source
"Kung ang pamukhâ ay siyáng salamín, ay ibá sa kabagayán ng̃ salamín ang ano mang nálalagáy sa líkurán, sa dahiláng ang nasa likód ay hindî makapagbabago sa nasa sa harapán, _id est_, ng̃ ibabaw, _quæ super faciem est, quia vocatur superficies facies ea quæ supra videtur_; pinaayunan mo ó hindî?","If the surface is the mirror, it must be of no consequence to the 'essence' of the mirror what may be found behind this surface, since what is behind it does not affect the 'essence' that is before it, id est, the surface, quae super faciem est, quia vocatur superficies, facies ea quae supra videtur.",Hard,0.799,El Filibusterismo
"Kinamot n~g gobernadorcillo ang canyáng ulo, tumin~gala sa bubun~gan at saca nagsalita na ang tinig ay masaclap: --¡Ay! ang ínit n~g dugo!","The gobernadorcillo scratched his head and stared at the roof while he replied in a sour tone, ""Ay! the heat of the blood!",Hard,0.7988,Noli Me Tangere
"Si Basilio ang tang̃ìng hindî nakalampás sa mg̃a asignatura, ni hindî napigil, ni hindî nakapatung̃o sa Europa: nagpatuloy siyá sa pagkakakulóng sa Bilibid, na sa bawà't ikatlóng araw ay isinásailalim siya ng̃ isáng pagtatanóng, yaón ding kagaya nang sa simulâ't simulâ pa, na walâng ibáng kabaguhan kungdî ang pagpapalít ng̃ mg̃a ""instructor"", sapagkâ't warìng sa haráp ng̃ gayóng kalakíng pagkakasala ay napipipilang lahát ó nang̃agsísitakas na nang̃ing̃ilabot.","Basilio was the only one who did not pass in any subject, who was not suspended, and who did not go to Europe, for he remained in Bilibid prison, subjected every three days to examinations, almost always the same in principle, without other variation than a change of inquisitors, since it seemed that in the presence of such great guilt all gave up or fell away in horror.",Hard,0.7988,El Filibusterismo
"Napanood din namán naming ipinakikita n~g pári sa mga nakíkinig n~g sermón sa canyá sa oras n~g pagpapanaog sa Cruz cay Cristo ang isáng panyóng punô n~g dugô, at camí sana'y tatan~gis na sa malaking pagcaáwà, cung di lamang sinabi sa amin n~g sacristan, sa casaliwang palad n~g aming cálolowa, na iyón daw ay birò lamang: ang dugóng iyon-anya-ay sa inahíng manóc, na pagdaca'y inihaw at kinain, baga ma't Viernes Santo ... at ang sacristan ay matabâ.","We ourselves have seen the preacher show to the congregation at the moment of the descent from the cross a handkerchief stained with blood, and were ourselves on the point of weeping piously, when, to the sorrow of our soul, a sacristan assured us that it was all a joke, that the blood was that of a chicken which had been roasted and eaten on the spot in spite of the fact that it was Good Friday--and the sacristan was fat!",Hard,0.7987,Noli Me Tangere
"¡At nakú, ang tulâ!",And what verses!,Easy,0.7987,El Filibusterismo
"""N~g icasiyam na oras n~g gabi n~g araw na icasampô nitóng buwan, araw na sinusundan n~g fiesta, pagcatapos n~g isáng masaráp at saganang hapunang inihandóg sa amin n~g Hermano Mayor, tinakhan naming lahát na mga castila't mga fraileng na sa convento, ang caaliw-aliw na tugtóg n~g musicang may casabay na nagsisiksicang caramihang tao at n~g úgong n~g mga cohete at malalaking bomba, at pinamamatnugutan n~g mga guinoo n~g bayan, ang tinutun~go'y ang convento upang cami'y sunduin at ihatíd sa lugar na nahahandâ at iniuucol sa amin at n~g doo'y panoorin namin ang catuwaang palalabasin.""","""At nine on the night of the 10th, the eve of the fiesta, after a succulent dinner set before us by the _hermano mayor_, the attention of all the Spaniards and friars in the convento was attracted by strains of music from a surging multitude which, with the noise of bombs and rockets, preceded by the leading citizens of the town, came to the convento to escort us to the place prepared and arranged for us that we might witness the spectacle.",Hard,0.7987,Noli Me Tangere
"Mahiwagàng kadilimán ang naghaharì sa loob ng̃ silíd, na pinúpunô ng̃ sinag ng̃ buwán, na pumapasok sa mg̃a durung̃awan, ng̃ liwanag na malamlám at pang̃ang̃aninag na warì'y sing̃áw.","Mysterious darkness flooded the room, so that the moonbeams entering through the window filled it with vague lights and vaporous reflections.",Hard,0.7986,El Filibusterismo
¿Nakikilala mo bâ si maestrong Ciruela?,Do you know the teacher Ciruela?,Easy,0.7986,Noli Me Tangere
"Inabot siyá n~g hampás sa úlo at nilalábasán n~g dugô ang dalawáng bútas n~g ilóng, ang bibíg at ang mga tain~ga.","The blow had struck him on the head, and blood was flowing from his nose, mouth, and ears.",Hard,0.7986,Noli Me Tangere
"Hindi n~ga marahil calilimutan n~g mga mamamayan sa San Diego ang ganitong lubhang magaling na guinawa niyá at magpacailan ma'y kikilanlin sa canyang utang na loob!""","The people of San Diego will hardly forget this sublime deed of their heroic Pastor, remembering to hold themselves grateful to him for all eternity!""",Hard,0.7986,Noli Me Tangere
Ibig niláng dumatíng na lahát ng̃ palás at bilóg na warì'y bola ng̃ bilyar.,"They want everything to come smooth and round as a billiard ball.""",Medium,0.7986,El Filibusterismo
Ang utang ko sa _kaniyá_ ay higít kay sa lahát nang _iyan_; siyá ang humukay ng̃ pinaglibing̃án sa aking iná; ang mg̃a taong iyán ang pumatáy!,"I owe him, him more than I do them: he dug my mother's grave, they killed her!",Hard,0.7985,El Filibusterismo
"At pinigilan sa bisig si Basilio, na nakiking̃íg nang hindî nawawatasan ang kaniyáng sinasabi, at dinalá siyá sa gawàan na pinagtatagùan ng̃ kaniyáng mg̃a yarìng ukol sa kímika.","Seizing the arm of Basilio, who was listening without comprehending all he said, he led him to the laboratory where he kept his chemical mixtures.",Hard,0.7983,El Filibusterismo
"Ang caguilaguilalás na laláng na itó n~g Dios, itóng hindî mapaglírip na himalâ ay ang maluwalhating si Diego de Alcalá, na, gagamit acó n~g isáng pagsusumag, sa pagca't nacatutulong na magalíng ang mga pagsusumag sa pagca unawà n~g mga bagay na hindî mapag-abót n~g ísip, ayon sa wicà n~gâ n~g ibá, sinasabi co n~ga na ang dakilang santong itó'y isáng catapustapusang cawal, isáng ""ranchero"" (tagapagpacain) lamang sa aming lubháng macapangyarihang hucbóng pinag-úutusan n~g aming tulad sa serafing Amáng si San Francisco, na siyang ikinararan~gal cong kinapapanigang acó'y cabo ó sargento sa talaga't awà n~g Dios.""","This marvel of divine creation, this wonderful prodigy, is the blessed Diego of Alcala, who, if I may avail myself of a comparison, since comparisons aid in the comprehension of incomprehensible things, as another has said, I say then that this great saint is merely a private soldier, a steward in the powerful company which our seraphic father, St. Francis, sends from Heaven, and to which I have the honor to belong as a corporal or sergeant, by the grace of God!""",Hard,0.7983,Noli Me Tangere
"Gayón man, ay tumugón si Isagani.","Isagani, however, ventured to reply.",Easy,0.7983,El Filibusterismo
At ¿cumusta pô bâ ang familia? --¡Mabuti po!,"And how's your family?""",Easy,0.7982,Noli Me Tangere
"Ang gabíng pawang caliwanagan at catuwaan sa lubháng maraming mga musmós, na sa mainit na sinapupunan n~g mga casambahay ipinagdiriwang ang fiestang lalong may mga matatamis na nagugunitá; ang fiestang nagpapaalaala n~g unang titig n~g pagsintá na ipinadalá n~g lan~git sa lupà; sa gabíng iyáng ang lahát n~g magcacasambahay na mga binyaga'y cumacain, umiinom, sumasayaw, umaawit, tumatawa, naglálarò, sumisinta, nan~gaghahalican ... sa gabíng iyán, na sa mga lupaíng malalamíg ay nagtátaca ang camusmusan sa warí'y himaláng cahoy na pino, na humihitic n~g mga ilaw, mga manica, mga matamis at makikintáb na palarang papel, na pinanonood n~g nan~gasisilaw na mabibilog na mga matáng kinaaninuhan n~g pagca waláng malay, ang gabíng iyá'y waláng idinudulot cay Basilio cung di isáng pan~gun~gulila.","The night of light and joy for so many children, who in the warm bosom of the family celebrate this feast of sweetest memories--the feast which commemorates the first look of love that Heaven sent to earth--this night when in all Christian families they eat, drink, dance, sing, laugh, play, caress, and kiss one another--this night, which in cold countries holds such magic for childhood with its traditional pine-tree covered with lights, dolls, candies, and tinsel, whereon gaze the round, staring eyes in which innocence alone is reflected--this night brought to Basilio only orphanhood.",Hard,0.7982,Noli Me Tangere
"Bucod sa rito, sa aking pagcakitang cayó, na sumisintá sa lupàng inyong tinubuan, cayó na may amáng nagpapahin~galay sa ilalim n~g mga payapang daluyong na ito, cayó na talagáng hinamit, linait at pinag-usig, gayon ma'y tinataglay ninyo ang ganyang mga caisipán, baga man sa lahat n~g inyong dinanas at sa inyong dunong, nagpapasimulâ na aco n~g pag-aalinlan~gan sa aking sariling mga paniniwalà, at aking tinatanggap ang balac na mangyayaring nagcacamali ang bayan.","Moreover, when I see that you, who love your country, you, whose father sleeps beneath these quiet waters, you, who have seen yourself attacked, insulted, and persecuted, hold such opinions in spite of all these things, and in spite of your knowledge, I begin to doubt my own convictions and to admit the possibility that the people may be mistaken. I'll have to tell those unfortunates who have put their trust in men that they must place it in God and their own strength.",Hard,0.7982,Noli Me Tangere
Hindî dapat na akó'y mahulog na buháy sa kamáy ng̃ sino man.... maaarìng makuha ang aking lihim.,I must not fall into anybody's hands - my secret would be torn from me.,Medium,0.7981,El Filibusterismo
"Hindî mabibilang n~g isá sa loob n~g tatlông áraw ...at macabíbili n~g sinelas na úcol sa mga paa at sombrerong úcol sa úlo, pagcâ umiinit ang áraw, at isáng malakíng páyong pagca umúulan, at pagcain, at mga damít na úcol sa iyo at sa nánay at....","I could hardly count them in three days; and with them could be bought shoes for our feet, a hat for my head when the sun shines hot, a big umbrella for the rain, and food, and clothes for you and mother, and--""",Hard,0.7981,Noli Me Tangere
"¿Sino cayâ ang humihibic sa calaguitnaan n~g gabí, na hindi inaalintana ang malacás na han~gin, ang ulán at bagyó?",Who was moaning in the middle of the night in spite of the wind and rain and storm?,Hard,0.7981,Noli Me Tangere
"Ang labíng isáng buwang ipinamuhay niya sa Corte na dinaang kahalobilo ng̃ mg̃a polítikong tindahan, mg̃a walâng pinapasukan ang lahát halos; ang iláng talumpatìng náding̃íg sa mg̃a suloksulók, ang gayón ó ganitóng lathalàng laban sa pamamahalà at lahát noong pamumuhay sa polítika na nálalang̃áp doon, mulâ sa pagupitan, sa pag-itan ng̃ mg̃a paggupít ng̃ Fígaro, na naghahayag ng̃ kaniyang pátakarán, hanggáng sa mg̃a piging̃an na pinaghahayagán, sa pamag-itan ng̃ maiinam na pagsasalaysáy at mg̃a nakabibighanìng banggít ng̃ mg̃a sarisarìng kulay ng̃ mg̃a pananalig sa suliraning bayan, ang mg̃a pagkakaibá, mg̃a pagtiwalág, mg̃a dî kasiyahang loob, at ibp., ang lahát ng̃ iyon, samantalang siya'y lumálayô sa Europa, ay mulîng nabubuhay nang lubhâng malusóg sa kaniyáng alaala, na warì'y binhîng nátaním, na napipigláng lumakí ng̃ mg̃a malalabay na punòng nakatatakíp, kayâ't ng̃ dumaóng sa Maynilà ay inakalàng itó'y maiaayos niya, at gayón ng̃â, tagláy ang lalòng banal na adhikâ at ang lalòng malilinis na mithî.","The eleven months spent at the capital among café politicians, nearly all retired half-pay office-holders, the various speeches caught here and there, this or that article of the opposition, all the political life that permeates the air, from the barber-shop where amid the scissors-clips the Figaro announces his program to the banquets where in harmonious periods and telling phrases the different shades of political opinion, the divergences and disagreements, are adjusted - all these things awoke in him the farther he got from Europe, like the life-giving sap within the sown seed prevented from bursting out by the thick husk, in such a way that when he reached Manila he believed that he was going to regenerate it and actually had the holiest plans and the purest ideals.",Hard,0.798,El Filibusterismo
¿Walâ na bagá kayóng maibabalità sa aking bagong bagay?,"""Haven't you anything new to tell me?",Medium,0.798,El Filibusterismo
"Bagá ma't sumáng-áyon na si San Gregorio, alinsunod sa canyáng ""de quibusdam levibus culpis esse ante judicium purgatorius ignis credendus est,"" hindî rin nagcaroon n~g patuluyang catibayan ang Purgatorio, hanggang sa n~g ipasiyá n~g Concilio sa Florencia n~g taóng 1439, sa macatuwíd ay n~g macaraan na ang walóng daang taón, na dápat magcaroon n~g isáng apóy na pangdalísay ó panglínis sa mga cálolowang bagá ma't namatáy na sumísinta sa Dios, n~guni't hindî pa lubós napagbabayaran ang Justicia n~g May Capal.","Although St. Gregory finally came to admit it in his _de quibusdam levibus culpis esse ante judicium purgatorius ignis credendus est_, [57] yet nothing definite was done until the year 1439, that is, eight centuries later, when the Council of Florence declared that there must exist a purifying fire for the souls of those who have died in the love of God but without having satisfied divine Justice.",Hard,0.7979,Noli Me Tangere
At ¿bakit?,"""And why not?""",Easy,0.7978,Noli Me Tangere
Akó'y lubós na sang-ayon sa sabing iyón.,"I'm entirely of that opinion.""",Medium,0.7977,El Filibusterismo
"¡María, Sinang, pasá cuarto cayó, trangcahán ninyóng magalíng ang pintô!","Maria, Sinang, go into your room and fasten the door!",Medium,0.7977,Noli Me Tangere
Ang lahát ng̃ pahirap ng̃ Inquisición ay hindî sapát na parusa sa kapang̃ahasang iyón.,All the tortures of the Inquisition were insufficient to punish such temerity.,Medium,0.7976,El Filibusterismo
"Nawala siyá pagpanhíc sa hagdanang palicawlicaw, n~guni't pagdaca'y mulíng sumipót ang canyáng mabilog na úlo, pagcatapos ay ang canyáng macacapal na bátoc at sumunod agad-agad ang canyáng catawan.","He disappeared as he went up the winding staircase, but his round head soon reappeared, then his fat neck, followed immediately by his body.",Hard,0.7976,Noli Me Tangere
